# Lurie+2017 data
#Porb[d] Prot[d] ecc
13.68369, 19.45370, 0.15450
4.36288, 4.40024, 0.00000
4.72226, 2.91922, 0.34442
3.70898, 3.65640, 0.05335
18.06008, 21.14410, 0.08700
0.63507, 0.63484, 0.01130
2.87924, 3.07390, 0.50874
6.20746, 6.07153, 0.00000
12.18072, 12.01152, 0.34337
5.11077, 5.78103, 0.02749
6.74936, 6.79438, 0.06053
3.22450, 3.16955, 0.03938
5.68241, 5.47568, 0.09532
19.51500, 11.99507, 0.49694
2.77702, 2.71856, 0.00000
1.25286, 1.23715, 0.01067
6.26521, 6.13746, 0.02578
1.17588, 12.48219, 0.00543
10.69222, 10.69205, 0.05303
0.73765, 0.73670, 0.10617
19.40802, 18.60663, 0.15598
56.40649, 28.23074, 0.18171
19.40669, 8.65356, 0.48960
7.14371, 6.94797, 0.11077
11.70311, 14.75244, 0.31136
1.33697, 1.32993, 0.01440
7.43602, 4.55349, 0.38868
4.12880, 3.94541, 0.22995
14.36102, 16.64450, 0.05156
3.11709, 3.03924, 0.01958
6.64024, 6.22469, 0.06677
10.68406, 12.60794, 0.04186
10.67460, 13.32725, 0.04632
0.97448, 0.96071, 0.03609
18.52592, 15.63448, 0.37357
15.60862, 8.90878, 0.41180
11.57895, 6.75249, 0.39395
8.89290, 11.52177, 0.00000
3.13306, 3.05248, 0.04099
4.10774, 0.72880, 0.00935
0.62588, 0.62608, 0.02122
6.84031, 6.83681, 0.04514
2.48955, 2.46323, 0.05869
2.98048, 2.94573, 0.05960
9.63424, 12.72701, 0.04390
4.95990, 4.77176, 0.00000
1.58742, 1.58414, 0.03282
19.66840, 24.21227, 0.00920
2.25282, 2.20833, 0.00575
4.47812, 4.48013, 0.03645
4.73771, 4.61709, 0.00218
1.68973, 1.68923, 0.01373
3.45509, 3.45385, 0.12472
8.61734, 7.88621, 0.17519
1.08374, 1.08338, 0.02941
4.05325, 4.01319, 0.02494
0.59019, 0.59005, 0.04359
6.14275, 5.95797, 0.04558
2.29840, 2.25175, 0.01903
20.41306, 10.13537, 0.24017
22.16071, 5.30170, 0.18900
2.19442, 2.19148, 0.04614
1.71865, 1.69708, 0.00381
13.63946, 8.18845, 0.33277
13.76535, 19.41059, 0.06042
5.67435, 5.49285, 0.05606
3.96385, 3.88505, 0.07398
1.46885, 1.44214, 0.03616
67.45154, 8.88618, 0.53253
37.91022, 21.64032, 0.50485
3.51293, 3.47578, 0.06720
1.94164, 1.90630, 0.04785
1.07889, 1.07454, 0.00175
3.51842, 3.49032, 0.00335
5.04249, 5.63417, 0.00953
8.20287, 9.36097, 0.05788
3.44271, 3.36625, 0.01181
0.53165, 0.53141, 0.01474
0.86596, 0.86482, 0.02943
10.11615, 12.96241, 0.00787
1.00491, 1.00065, 0.00183
1.26274, 1.25685, 0.02673
8.62749, 8.44093, 0.05962
2.75157, 2.73511, 0.00391
1.52187, 1.51209, 0.00224
8.20726, 6.25357, 0.37539
2.45552, 2.37798, 0.01164
7.21472, 8.11637, 0.03259
88.29540, 15.27996, 0.00000
41.07759, 34.65190, 0.12377
