Pri_dMass,Pri_dTidaLQ,Sec_dMass,Sec_dTidalQ,Pri_LockTime,Sec_LockTime,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal,Sec_ProtInitial,Sec_ProtAge,Sec_ProtFinal,Initial_Ecc,Final_Ecc,Age_Ecc,Initial_Porb,Final_Porb,Age_Porb,Initial_Peq,Final_Peq,Age_Peq
0.336174,3236270.0,0.126687,4378880.0,-3.170577045022194e-08,482946417.2479391,3181946015.616112,8.69145,6.703143,5.831367,3.47829,5.309838,5.142396,0.224055,0.208633,0.21806,5.38455,5.142383,5.309837,5.38455,5.142396,5.309838
0.164991,8197910.0,0.146119,8810840.0,-3.170577045022194e-08,-3.170577045022194e-08,3941301707.0566154,4.61384,45.101402,67.319999,1.57356,39.795809,63.93997,0.036209,0.036209,0.036209,73.602,73.602008,73.602006,73.602,73.602008,73.602006
0.416269,5324740.0,0.188224,4587520.0,-3.170577045022194e-08,-3.170577045022194e-08,4423650332.271708,0.970979,51.89208,69.743684,3.45984,48.321428,66.065851,0.150872,0.150872,0.150872,93.5663,93.566322,93.566316,93.5663,93.566322,93.566316
0.915481,9687260.0,0.587187,4482000.0,-3.170577045022194e-08,-3.170577045022194e-08,5157138310.004036,10.067,45.909115,54.721863,4.61935,65.60988,76.646978,0.087336,0.087336,0.087337,71.6337,71.634114,71.634039,71.6337,71.634114,71.634039
0.942569,4037870.0,0.159959,6733860.0,-3.170577045022194e-08,-3.170577045022194e-08,2124625435.8316457,0.927696,26.080547,34.857342,4.0506,23.298892,55.809288,0.274596,0.27439,0.274584,26.3045,26.288614,26.306156,17.536333,17.525743,17.537437
0.737017,6005020.0,0.631312,7575170.0,-3.170577045022194e-08,-3.170577045022194e-08,4922208332.66533,12.933,56.084788,64.375219,10.0157,62.089636,72.578164,0.055198,0.055197,0.055198,55.6939,55.694085,55.694334,55.6939,55.694085,55.694334
0.966011,7220720.0,0.763105,5187500.0,-3.170577045022194e-08,-3.170577045022194e-08,4507587300.726831,0.803066,23.350776,23.331957,2.68376,23.351527,23.332708,0.258191,0.257378,0.257797,23.3663,23.332334,23.351148,15.577533,15.554889,15.567432
0.281205,7398870.0,0.280314,142701.0,-3.170577045022194e-08,1308196575.7767913,3742635841.8857584,1.57147,41.44441,58.806258,5.7276,23.383883,23.376106,0.090094,0.089968,0.090074,23.3781,23.376106,23.383883,23.3781,23.376106,23.383883
0.628596,1849810.0,0.469598,1395470.0,-3.170577045022194e-08,-3.170577045022194e-08,4362715526.055955,1.36537,48.368832,52.474038,3.58883,49.117272,53.493138,0.163085,0.163057,0.163074,39.5414,39.538675,39.541218,39.5414,39.538675,39.541218
0.276818,7823630.0,0.203966,6858440.0,-3.170577045022194e-08,-3.170577045022194e-08,2419633648.2092066,5.63629,34.049659,70.660389,6.04482,32.306958,68.46872,0.218789,0.218789,0.218789,99.2522,99.25221,99.252205,99.2522,99.25221,99.252205
0.372504,3266030.0,0.338823,3047910.0,-3.170577045022194e-08,-3.170577045022194e-08,4361423905.211698,10.9394,56.174066,73.439655,6.80261,54.337657,72.285987,0.144821,0.144821,0.144821,73.5028,73.50289,73.502873,73.5028,73.50289,73.502873
0.99332,9203050.0,0.960811,6061800.0,-3.170577045022194e-08,-3.170577045022194e-08,3559430660.0015984,4.42905,34.450335,48.971759,3.73732,37.105164,51.187697,0.27073,0.270719,0.270739,55.6065,55.607656,55.60882,37.071,37.071771,37.072547
0.627629,8965750.0,0.134389,3473950.0,-3.170577045022194e-08,-3.170577045022194e-08,6170915099.166283,0.855249,66.621227,71.20212,2.46278,58.161884,62.831769,0.230191,0.230189,0.230189,41.4965,41.496323,41.496389,27.664333,27.664215,27.66426
0.337897,9360420.0,0.282503,7662520.0,-3.170577045022194e-08,-3.170577045022194e-08,3982225634.960972,1.71582,45.85556,63.55139,5.4065,47.359354,63.057381,0.243957,0.243952,0.243957,28.5539,28.553584,28.554015,19.035933,19.035723,19.03601
0.942948,1299250.0,0.587601,6141510.0,2056501268.230818,-3.170577045022194e-08,4878051036.224007,4.99485,36.247019,36.244182,5.68474,54.822948,59.856236,0.041243,0.04119,0.041217,36.2443,36.244182,36.247019,36.2443,36.244182,36.247019
0.4854,2815070.0,0.224048,893699.0,-3.170577045022194e-08,-3.170577045022194e-08,3703839380.370206,1.9362,51.027114,73.99278,3.21546,43.416668,66.544758,0.196802,0.196802,0.196803,60.7984,60.798526,60.798624,60.7984,60.798526,60.798624
0.153373,6339680.0,0.127069,3387100.0,-3.170577045022194e-08,-3.170577045022194e-08,3942925143.9647365,5.51723,45.563929,67.691272,1.12034,36.905328,62.416873,0.277944,0.277944,0.277944,75.4402,75.440217,75.440217,50.293467,50.293478,50.293478
0.495795,9934340.0,0.445924,5013300.0,-3.170577045022194e-08,-3.170577045022194e-08,1073768202.2804213,10.3829,25.62663,77.358128,5.97588,20.938627,74.427545,0.196967,0.196967,0.196967,69.1709,69.170952,69.170935,69.1709,69.170952,69.170935
0.683835,3278520.0,0.110369,3625120.0,-3.170577045022194e-08,-3.170577045022194e-08,5065958980.766151,0.87978,56.295986,66.467827,5.61012,54.033991,66.818049,0.289123,0.289119,0.289121,48.0374,48.037082,48.037394,32.024933,32.024722,32.024929
